MJ Item Id,MJ Item,Vendor,Cost,Price,UofM,Quantity,Category,Description,Bin #,Reference,Barcode,RFID,Web,Web Price
362614,Blue Dream 1.0g Sample 0078,Arkannabis Farms LLC,$0.01 ,$0.01 ,g,1,Cannabis,1.0g sample,,,,1A400031266F0DE000000078,Yes,Current
362612,Blue Nina 1.0g Sample 0085,Arkannabis Farms LLC,$0.01 ,$0.01 ,g,1,Cannabis,1.0g sample,,,,1A400031266F0DE000000085,Yes,Current
362611,Gorilla Glue 1.0g Sample 0066,Arkannabis Farms LLC,$0.01 ,$0.01 ,g,1,Cannabis,1.0g sample,,,,1A400031266F0DE000000066,Yes,Current
362615,Guptilla 1.0g Sample 0101,Arkannabis Farms LLC,$0.01 ,$0.01 ,g,1,Cannabis,sample bud,,,,1A400031266F0DE000000101,Yes,Current
362616,Iron Triangle OG 1.0g Sample 0056,Arkannabis Farms LLC,$0.01 ,$0.01 ,g,1,Cannabis,1.0g sample,,,,1A400031266F0DE000000056,Yes,Current
362613,Loud Scout 1.0g Sample 0103,Arkannabis Farms LLC,$0.01 ,$0.01 ,g,1,Cannabis,1.0g sample,,,,1A400031266F0DE000000103,Yes,Current
363617,Alpine Glacier 100mg 25307,Blue Kudu,$9.50 ,$19.99 ,ea.,10,Infused Edible,100mg chocolate,,,'9925307,1A4000312687499000025307,Yes,Current
363618,Blu Kudu Samples 25279,Blue Kudu,$0.01 ,$0.01 ,ea.,4,Infused Edible,100mg samples,,,,1A4000312687499000025279,Yes,Current
352663,Canyon Lands 100mg 19231,Blue Kudu,$0.01 ,$19.99 ,ea.,12,Infused Edible,100mg chocolates,,,'9919231,1A4000312687499000019231,Yes,Current
362292,Isle of Capri 100mg 24604,Blue Kudu,$9.50 ,$19.99 ,ea.,19,Infused Edible,100mg chocolate,,,'9924604,1A4000312687499000024604,Yes,Current
363616,Zen Garden 100mg 25306,Blue Kudu,$9.50 ,$19.99 ,ea.,10,Infused Edible,100mg chocolate,,,'9925306,1A4000312687499000025306,Yes,Current
332541,SS Silverback 10982,Bolder Cannabis,$18.00 ,$40.00 ,g,...,Infused Non Edible,Bolder wax,,,,1A40003126874A6000010982,Yes,Current
348806,Bruce Banner shatter 1.0g 16799,Bolder Extracts,$18.00 ,$35.99 ,g,5,Infused Non Edible,1.0 indica shatter,,,A616799,1A40003126874A60000016799,Yes,Current
354133,Distortion wax 1.0g 18153,Bolder Extracts,$10.00 ,$31.99 ,g,2,Infused Non Edible,1.0g wax,,,A618153,1A40003126874A6000018153,Yes,Current
354141,Fridaze wax 1.0g 18155,Bolder Extracts,$10.00 ,$31.99 ,g,2,Infused Non Edible,1.0g wax,,,A618155,1A40003126874A6000018155,Yes,Current
342707,Green C 0.5g LR 14975,Bolder Extracts,$12.00 ,$0.00 ,g,0.5,Infused Non Edible,0.5g live resin,,,,1A40003126874A6000014975,Yes,Current
362658,Asst. Fruity Pucks 100mg 78803,CannaPunch,$10.00 ,$19.99 ,ea.,10,Infused Edible,100mg gummies,,,'9178803,1A4000312687491000078803,Yes,Current
362656,Black Cherry 100mg 78801,CannaPunch,$11.75 ,$21.99 ,ea.,6,Infused Edible,100mg drink,,,'9178801,1A4000312687491000078801,Yes,Current
359663,Blue Raz 100mg 72925,CannaPunch,$11.75 ,$21.99 ,ea.,3,Infused Edible,100mg drink,,,'9172925,1A4000312687491000072925,Yes,Current
363405,Blue Raz 100mg 80344,CannaPunch,$11.75 ,$21.99 ,ea.,12,Infused Edible,100mg drink,,,'9180344,1A4000312687491000080344,Yes,Current
336219,Blue Razz 100mg 29325,CannaPunch,$11.75 ,$21.99 ,ea.,...,Infused Edible,100mg drink,,,'9129325,1A4000312687491000029325,Yes,Current
337223,CBD Peach Pucks 32242,CannaPunch,$17.50 ,$34.99 ,ea.,...,Infused Edible,CBD Peach Gummie,,,'9132242,1A4000312687491000032242,Yes,Current
361356,CBD Peach Pucks 76178,CannaPunch,$17.50 ,$35.00 ,ea.,3,Infused Edible,cbd gummies,,,'9176178,1A4000312687491000076178,Yes,Current
337224,CBD Watermelon Pucks 32243,CannaPunch,$17.50 ,$34.99 ,ea.,...,Infused Edible,CBD Gummies,,,,1A4000312687491000032243,Yes,Current
361357,CBD Watermelon Pucks 76179,CannaPunch,$17.50 ,$35.99 ,ea.,4,Infused Edible,CBD gummies,,,'9176179,1A4000312687491000076179,Yes,Current
363409,Cherry Pucks 100mg 80346,CannaPunch,$10.00 ,$19.99 ,ea.,12,Infused Edible,100mg gummie,,,'9180346,1A4000312687491000080346,Yes,Current
336220,Golden Strawberry 29329,CannaPunch,$10.00 ,$19.99 ,ea.,...,Infused Edible,Golden Strawberry Pucks 100mg,,,,1A4000312687491000029329,Yes,Current
362657,Golden Strawberry Pucks 100mg 78802,CannaPunch,$10.00 ,$19.99 ,ea.,7,Infused Edible,100mg gummies,,,'9178802,1A4000312687491000078802,Yes,Current
363403,Grand Daddy Grape 100mg 80343,CannaPunch,$11.75 ,$21.99 ,ea.,12,Infused Edible,100mg drink,,,'9180343,1A4000312687491000080343,Yes,Current
361355,Peach Pucks 100mg 76177,CannaPunch,$10.00 ,$19.99 ,ea.,5,Infused Edible,100mg gummies,,,'9176177,1A4000312687491000076177,Yes,Current
359640,Pine Mango 100mg 72921,CannaPunch,$11.75 ,$21.99 ,ea.,1,Infused Edible,100mg drinks,,,'9172921,1A4000312687491000072921,Yes,Current
363400,Pine mango 100mg 80341,CannaPunch,$11.75 ,$21.99 ,ea.,12,Infused Edible,100mg drink,,,'9180341,1A4000312687491000080341,Yes,Current
362659,Sour Berry Cherry 100mg 78804,CannaPunch,$17.50 ,$35.99 ,ea.,2,Infused Edible,100mg gummies,,,'9178804,1A4000312687491000078804,Yes,Current
362660,Stroopwaffles 100mg 78805,CannaPunch,$10.00 ,$19.99 ,ea.,20,Infused Edible,100mg cookies,,,'9178805,1A4000312687491000078805,Yes,Current
362655,Watermelon Nectar 100mg 78800,CannaPunch,$11.75 ,$21.99 ,ea.,10,Infused Edible,100mg drink,,,'9178800,1A4000312687491000078800,Yes,Current
363402,Watermelon Nectar 100mg 80342,CannaPunch,$11.75 ,$21.99 ,ea.,12,Infused Edible,100mg drink,,,'9180342,1A4000312687491000080342,Yes,Current
363407,Watermelon Pucks 100mg 80345,CannaPunch,$10.00 ,$19.99 ,ea.,12,Infused Edible,100mg gummie,,,'9180345,1A4000312687491000080345,Yes,Current
357234,Boysenberry 100mg 47895,Canyon Cultivation,$9.75 ,$19.99 ,ea.,9,Infused Edible,100mg candy,,,AA47895,1A40003126874AA000047895,Yes,Current
357224,Sour Watermelon 100mg 47897,Canyon Cultivation,$9.75 ,$19.99 ,ea.,8,Infused Edible,100mg candy,,,AA47897,1A40003126874AA000047897,Yes,Current
357230,Strawberry 100mg 47893,Canyon Cultivation,$9.75 ,$19.99 ,ea.,13,Infused Edible,100mg candy,,,AA47893,1A40003126874AA000047893,Yes,Current
350825,CBD 40mg Patch 7844,CC Brands,$15.00 ,$29.99 ,ea.,...,Infused Non Edible,CBD patch,,,4F7844,1A400031268754F000007844,Yes,Current
349956,Cheeba Chew CBD 80mg 23422,CC Brands,$24.00 ,$47.99 ,ea.,24,Infused Edible,80mg CBD Cheeba Chew,,,AF23422,1A40003126874AF000023422,Yes,Current
363125,Cheeba Chew Hybrid 80mg 36062,CC Brands,$10.00 ,$19.99 ,ea.,25,Infused Edible,hybrid chew,,,AF36062,1A40003126874AF000036062,Yes,Current
363126,Cheeba Chew Indica 80mg 36063,CC Brands,$10.00 ,$19.99 ,ea.,23,Infused Edible,80mg edible,,,AF36063,1A40003126874AF000036063,Yes,Current
363127,Cheeba Chew Taffy 100mg Indica 36064,CC Brands,$11.00 ,$21.99 ,ea.,19,Infused Edible,100mg cheeba chew taffy,,,AF36064,1A40003126874AF000036064,Yes,Current
363128,Cheeba Chew Taffy 100mg Sativa 36065,CC Brands,$11.00 ,$21.99 ,ea.,17,Infused Edible,100mg cheeba chew,,,AF36065,1A40003126874AF000036065,Yes,Current
358574,Dabba Sativa 100mg 31003,CC Brands,$11.00 ,$21.99 ,ea.,9,Infused Edible,100mg chocolate,,,AF31003,1A40003126874AF000031003,Yes,Current
360966,Green Hornet Indica 100mg 33715,CC Brands,$11.00 ,$21.99 ,ea.,4,Infused Edible,100mg gummie,,,AF33715,1A40003126874AF000033715,Yes,Current
360967,Green Hornet Sativa 100mg 33716,CC Brands,$11.00 ,$21.99 ,ea.,4,Infused Edible,100mg gummie,,,AF33716,1A40003126874AF000033716,Yes,Current
360963,Hybrid Cheeba Chew 80mg 33712,CC Brands,$10.00 ,$19.99 ,ea.,21,Infused Edible,hybrid chew,,,AF33712,1A40003126874AF000033712,Yes,Current
360965,Sativa Cheeba Chew 80mg 33714,CC Brands,$10.00 ,$19.99 ,ea.,25,Infused Edible,sativa chew,,,AF33714,1A40003126874AF000033714,Yes,Current
350822,THC:CBD patch 7843,CC Brands,$10.00 ,$19.99 ,ea.,...,Infused Non Edible,1:1 patches,,,4F7843,1A400031268754F000007843,Yes,Current
361720,NanoSerum 10ml 0647,CCBA,$30.00 ,$59.99 ,ea.,22,Infused Non Edible,topical serum,,,'890647,1A4000312687589000000647,Yes,Current
362325,Blue Bird Terp Jelly 1.0g 19527,Colorado Product Services LLC,$17.00 ,$49.99 ,g,14,Infused Non Edible,1.0g terp jelly,,,F819527,1A40003126874F8000019527,Yes,Current
350061,Cali-O Wax 1.0g 11040,Colorado Product Services LLC,$11.54 ,$24.99 ,g,1,Infused Non Edible,1.0g hybrid wax,,,F811040,1A40003126874F8000011040,Yes,Current
362831,Jabberwocky 3.55g 7354,Colorado Product Services LLC,$0.01 ,$0.01 ,g,3.5,Cannabis,sample bud,,,,1A400031266EF55000007354,Yes,Current
362832,Pipe Dreams 3.55g 6614,Colorado Product Services LLC,$0.01 ,$0.01 ,g,3.5,Cannabis,sample bud,,,,1A400031266EF55000006614,Yes,Current
362834,Purp Rockstar 3.5g 7372,Colorado Product Services LLC,$0.01 ,$0.01 ,g,3.5,Cannabis,sample,,,,1A400031266EF55000007372,Yes,Current
352680,Sugar Cookies Kush Sample 1.0g 12181,Colorado Product Services LLC,$0.01 ,$0.01 ,g,1,Infused Non Edible,1.0g sample,,,,1A40003126874F8000012181,Yes,Current
362324,Summit Terp Jelly 1.0g 19526,Colorado Product Services LLC,$17.00 ,$49.99 ,g,25,Infused Non Edible,1.0g terp jelly,,,F819526,1A40003126874F8000019526,Yes,Current
363322,Bio-Chem 18599,Cooper Mason Ventures,$3.55 ,$13.99 ,g,443.75,Cannabis,Indica,,,,1A400031266EEF2000018599,Yes,Current
361059,Bio-Chem 18796,Cooper Mason Ventures,$3.10 ,$39.99 ,g,5,Cannabis,Indica,,,,1A400031266EEF2000018598,Yes,Current
361398,Bio-Chem 18797,Cooper Mason Ventures,$3.10 ,$13.99 ,g,384.8,Cannabis,Indica,,,,1A400031266EEF2000018797,Yes,Current
358729,Blueberry 18405,Cooper Mason Ventures,$3.10 ,$13.99 ,g,138.2,Cannabis,Indica,,,,1A400031266EEF2000018405,Yes,Current
361929,Half and Half 100mg 74235,Dixie,$10.00 ,$19.99 ,ea.,12,Infused Edible,100mg drink,,,8A74235,1A400031268748A000074235,Yes,Current
361930,Relief Lotion 100mg 74236,Dixie,$10.00 ,$19.99 ,ea.,16,Infused Non Edible,100mg topical,,,8A74236,1A400031268748A000074236,Yes,Current
361030,Root Beer 100mg 72967,Dixie,$10.00 ,$19.99 ,ea.,2,Infused Edible,100mg drink,,,,1A400031268748A000072967,Yes,Current
361931,Root Beer 100mg 75237,Dixie,$10.00 ,$19.99 ,ea.,7,Infused Edible,100mg drink,,,8A74237,1A400031268748A000074237,Yes,Current
352731,Synergy CBD Balm 59873,Dixie,$11.50 ,$26.99 ,ea.,25,Infused Non Edible,THC CBD Balm,,,8A59873,1A400031268748A000059873,Yes,Current
352732,Synergy CBD Balm 59874,Dixie,$11.50 ,$26.99 ,ea.,22,Infused Edible,CBD THC Balm,,,8A59874,1A400031268748A000059874,Yes,Current
350533,Synergy Cinn Dew Drops CBD 56209,Dixie,$18.00 ,$35.99 ,ea.,1,Infused Edible,50cbd 50thc tincture,,,8A562209,1A400031268748A000056209,Yes,Current
340476,Synergy Vanilla 100mg 44177,Dixie,$18.00 ,$35.99 ,ea.,2,Infused Edible,50mg THC/50mg CBD tincture,,,8A44177,1A400031268748A000044177,Yes,Current
349963,Synergy Vanilla CBD 54696,Dixie,$18.00 ,$35.99 ,ea.,12,Infused Edible,CBD tincture,,,8A54696,1A400031268748A000054696,Yes,Current
340475,Synergy watermelon 100mg 44176,Dixie,$18.00 ,$35.99 ,ea.,1,Infused Edible,100mg CBD tincture,,,8A44176,1A400031268748A000044176,Yes,Current
349962,Synergy Watermelon CBD 54695,Dixie,$18.00 ,$35.99 ,ea.,11,Infused Edible,CBD tincture,,,8A54695,1A400031268748A000054695,Yes,Current
339754,100mg Star Barz 5281,dr js,$9.50 ,$18.99 ,ea.,10,Infused Edible,100mg edible,,,8E5281,1A400031268748E000005281,Yes,Current
340096,100mg Star Barz 5292,dr js,$9.50 ,$18.99 ,ea.,4,Infused Edible,100mg chocolate bar,,,E05292,1A400031268748E000005292,Yes,Current
349049,AM Health Caps 80mg 0736,dr js,$9.00 ,$17.99 ,ea.,1,Infused Edible,sativa edible pill,,,C50736,1A40003126874C5000000736,Yes,Current
353122,AM Health Caps 80mg 1116,dr js,$9.00 ,$18.99 ,ea.,4,Infused Edible,80 mg sativa health cap,,,C51116,1A40003126874C5000001116,Yes,Current
343545,Cocoa Crispy 100mg 5934,dr js,$9.50 ,$18.99 ,ea.,10,Infused Edible,100mg chocolate edible,,,8E5934,1A400031268748E000005934,Yes,Current
349057,Coffee Toffee 100mg 0733,dr js,$9.50 ,$18.99 ,ea.,2,Infused Edible,100mg chocolate,,,C50733,1A40003126874C5000000733,Yes,Current
343543,Coffee Toffee 100mg 5932,dr js,$9.50 ,$18.99 ,ea.,8,Infused Edible,100mg chocolate,,,8E5932,1A400031268748E000005932,Yes,Current
343544,Dark Chocolate 100mg 5933,dr js,$9.50 ,$18.99 ,ea.,4,Infused Edible,100mg chocolate bar,,,8E5933,1A400031268748E000005933,Yes,Current
349047,Dark Coconut 100mg 0735,dr js,$9.50 ,$18.99 ,ea.,1,Infused Edible,100mg chocolate,,,C50735,1A40003126874C5000000735,Yes,Current
345308,Straw Champagne 100mg 0357,dr js,$9.50 ,$18.99 ,ea.,7,Infused Edible,100mg strawberry champagne chocolate,,,C50357,1A40003126874C5000000357,Yes,Current
343546,Strawberry Champagne 100mg 5911,dr js,$9.50 ,$18.99 ,ea.,6,Infused Edible,100mg chocolate,,,8E5911,1A400031268748E000005911,Yes,Current
360425,Banana Kush Wax 1.0g 13253,Happy Camper,$16.00 ,$31.99 ,g,6,Infused Non Edible,1.0g wax,,,CA13253,1A40003126874CA000013253,Yes,Current
360460,BB Diesel Shatter 1.0g 13262,Happy Camper,$16.00 ,$31.99 ,g,1,Infused Non Edible,1.0g shatter,,,CA13262,1A40003126874CA000013262,Yes,Current
362973,Cheesel Shatter 1.0g 14074,Happy Camper,$16.00 ,$31.99 ,g,13,Infused Non Edible,1.0g shatter,,,CA14074,1A40003126874CA000014074,Yes,Current
362965,Chem 9600 Shatter 1.0g 14069,Happy Camper,$16.00 ,$31.99 ,g,12,Infused Non Edible,1.0g shatter,,,CA14069,1A40003126874CA000014069,Yes,Current
362969,Cherry Diesel 1.0g Shatter 14071,Happy Camper,$16.00 ,$31.99 ,g,8,Infused Non Edible,1.0g shatter,,,CA14071,1A40003126874CA000014071,Yes,Current
360424,Ghost OG Wax 1.0g 13252,Happy Camper,$16.00 ,$31.99 ,g,3,Infused Non Edible,1.0g wax,,,CA13252,1A40003126874CA000013252,Yes,Current
362971,Gorilla Glue Shatter 1.0g 14072,Happy Camper,$16.00 ,$31.99 ,g,9,Infused Non Edible,1.0g shatter,,,CA14072,1A40003126874CA000014072,Yes,Current
360421,Green Poison Wax 1.0g 13249,Happy Camper,$16.00 ,$31.99 ,g,7,Infused Non Edible,1.0g wax,,,CA13249,1A40003126874CA000013249,Yes,Current
359423,Junco Partner Wax 1.0g 12854,Happy Camper,$16.00 ,$31.99 ,g,5,Infused Non Edible,1.0g wax,,,CA12854,1A40003126874CA000012854,Yes,Current
361782,Pineapple Express Shatter 1.0g 13706,Happy Camper,$16.00 ,$31.99 ,g,1,Infused Non Edible,1.0g shatter,,,CA13706,1A40003126874CA000013706,Yes,Current
360422,Pineapple Express Wax 1.0g 13250,Happy Camper,$16.00 ,$31.99 ,g,1,Infused Non Edible,1.0g wax,,,CA13250,1A40003126874CA000013250,Yes,Current
362974,Skywalker Shatter 1.0g 14075,Happy Camper,$16.00 ,$31.99 ,g,1,Infused Non Edible,1.0g shatter,,,CA14075,1A40003126874CA000014075,Yes,Current
358680,Lucky Charms 1543,Herbal Elements,$3.10 ,$13.99 ,g,0,Cannabis,Hybrid,,,,1A400031266EFBA000001543,Yes,Current
356117,NYCD Sugar Wax 1.0g 3652,HWMF LLC,$0.00 ,$24.99 ,g,5,Infused Non Edible,1.0g sativa wax,,,'233652,1A4000312687523000003652,Yes,Current
358873,Affogato Bar 100mg 57480,Incredible,$9.50 ,$18.99 ,ea.,1,Infused Edible,100mg chocolate,,,8C57480,1A400031268748C000057480,Yes,Current
361021,Affogatto 100mg 62011,Incredible,$9.50 ,$18.99 ,ea.,2,Infused Edible,100mg chocolate,,,8C62011,1A400031268748C000062011,Yes,Current
362724,Black cherry CBD 100mg 64454,Incredible,$16.00 ,$31.99 ,ea.,19,Infused Edible,100mg THC and 100mg CBD chocolate,,,8C64454,1A400031268748C000064454,Yes,Current
358868,Boulder Bar 100mg 57478,Incredible,$9.50 ,$18.99 ,ea.,1,Infused Edible,100mg chocolate bar,,,8C57478,1A400031268748C000057478,Yes,Current
362723,Boulder Bar 100mg 64453,Incredible,$9.50 ,$18.99 ,ea.,16,Infused Edible,100mg chocolate bar,,,8C64453,1A400031268748C000064453,Yes,Current
346162,FLO 1.0g 35688,Incredible,$0.10 ,$0.10 ,g,...,Infused Non Edible,sample,,,,1A400031268748C000035688,Yes,Current
357119,Mile High Mint 100mg 54871,Incredible,$9.50 ,$18.99 ,ea.,7,Infused Edible,100mg chocolate,,,C054871,1A400031268748C000054871,Yes,Current
358871,Monkey Bar 100mg 57479,Incredible,$9.50 ,$18.99 ,ea.,3,Infused Edible,100mg chocolate,,,8C57479,1A400031268748C000057479,Yes,Current
361019,Monkey Bar 100mg 62010,Incredible,$9.50 ,$18.99 ,ea.,20,Infused Edible,100mg chocolate bar,,,8C62010,1A400031268748C000062010,Yes,Current
356268,Peanut Buddha 100mg 52587,Incredible,$9.50 ,$18.99 ,ea.,9,Infused Edible,100mg chocolate,,,8C52587,1A400031268748C000052587,Yes,Current
358874,Peanut Buddha 100mg 57481,Incredible,$9.50 ,$18.99 ,ea.,12,Infused Edible,100mg chocolate,,,8C57481,1A400031268748C000057481,Yes,Current
353644,Pistachio Mint 100mg 47902,Incredible,$9.50 ,$18.99 ,ea.,1,Infused Edible,100mg chocolate,,,8C47902,1A400031268748C000047902,Yes,Current
357120,Strawberry Crunch 100mg 54872,Incredible,$9.50 ,$18.99 ,ea.,4,Infused Edible,100mg chocolate,,,C054872,1A400031268748C000054872,Yes,Current
356324,Chemodo Dragon Seeds 2559,Iris Hollow Co,$54.00 ,$0.00 ,ea.,24,Seeds,6pk seeds,,,,1A400031266F03A000002559,Yes,Current
